inlabru, maptools::readShapeSpatial rgdal::CRSargs rgdal::get_rgdal_show_exportToProj4_warnings rgdal::get_thin_PROJ6_warnings rgdal::new_proj_and_gdal rgdal::readGDAL rgdal::set_rgdal_show_exportToProj4_warnings rgdal::set_thin_PROJ6_warnings rgdal::showSRID
mapReasy, rgdal::ogrListLayers rgdal::readOGR
riverdist, rgdal::readOGR
briskaR, rgdal::readOGR rgeos::gBuffer rgeos::gDifference rgeos::gUnionCascaded
raptr, rgeos::gArea rgeos::gCentroid
ptools, rgeos::gArea rgeos::gIntersection
atakrig, rgdal::putRasterData rgeos::gCentroid
geoviz, rgdal::getGDALCheckVersion rgeos::gBuffer
cropDemand, rgdal::readOGR
eseis, rgdal::project
ConR, rgdal::project rgdal::rgdal_extSoftVersion rgdal::writeOGR rgeos::gBuffer rgeos::readWKT
bnspatial, rgdal::GDALinfo rgdal::ogrInfo
tripEstimation, rgdal::CRSargs rgdal::project
ExposR, rgdal::readOGR rgdal::setCPLConfigOption
animaltracker, maptools::getKMLcoordinates rgdal::writeOGR
muHVT, rgeos::intersect
SeuratObject, rgeos::gSimplify
gDefrag, maptools::SpatialLinesMidPoints rgdal::writeOGR rgeos::gArea rgeos::gDifference rgeos::gDistance rgeos::gIntersection rgeos::gLineMerge rgeos::gPointOnSurface rgeos::gTouches rgeos::gUnaryUnion rgeos::gUnion
importinegi, rgdal::readOGR
rnoaa, rgdal::ogrListLayers rgdal::readOGR
eeptools, maptools::spCbind
amt, maptools::crepuscule maptools::sunriset rgeos::gBuffer rgeos::gContainsProperly rgeos::gConvexHull rgeos::gIntersects rgeos::gUnaryUnion
rosm, rgdal::CRSargs
expp, rgeos::gBuffer rgeos::gIntersection rgeos::gTouches rgeos::gUnionCascaded rgeos::readWKT
OCNet, rgdal::writeOGR
antaresViz, rgeos::gDistance
rtop, rgdal::CRSargs rgeos::gIntersection
waver, rgeos::gBinarySTRtreeQuery rgeos::gDistance rgeos::gIntersection rgeos::gIntersects rgeos::gUnaryUnion
prevR, rgdal::writeOGR
BIEN, rgdal::writeOGR rgeos::readWKT rgeos::writeWKT
move, maptools::trackAzimuth
SpatialEpi, maptools::leglabs
MBNMAdose, rgeos::gArea rgeos::readWKT
broom, maptools::unionSpatialPolygons
rgrass7, rgdal::gdalDrivers rgdal::GDALinfo rgdal::ogrDrivers rgdal::readGDAL rgdal::readOGR rgdal::writeOGR
rangemap, maptools::map2SpatialPolygons rgdal::writeOGR rgeos::gBuffer rgeos::gCentroid rgeos::gIntersection rgeos::gSimplify rgeos::gUnaryUnion
psda, rgeos::gArea rgeos::gIntersection
RgoogleMaps, maptools::kmlOverlay
HCV, rgeos::gTouches
wux, rgdal::readOGR rgeos::gArea rgeos::gIntersection
secrlinear, rgdal::readOGR rgeos::gBuffer rgeos::gIntersection
cropZoning, rgdal::readOGR
FLightR, maptools::gzAzimuth maptools::sunriset rgeos::gBuffer rgeos::gDistance rgeos::gSimplify rgeos::gUnion rgeos::gWithinDistance
excursions, rgeos::gDifference rgeos::gUnaryUnion
MODIS, maptools::map2SpatialLines
lakemorpho, rgeos::gArea rgeos::gBuffer rgeos::gContains rgeos::gCrosses rgeos::gDifference rgeos::gIntersection rgeos::gIntersects rgeos::gLength rgeos::gOverlaps rgeos::gWithin
biogeo, maptools::writePointsShape
GeoFIS, rgeos::gConvexHull rgeos::gIsValid
GPSeqClus, rgdal::writeOGR
modchart, rgdal::readOGR
ebirdst, rgdal::gdalDrivers
ShapePattern, rgdal::readOGR rgdal::writeOGR rgeos::gArea rgeos::gBuffer rgeos::gIsEmpty rgeos::gLength
PWFSLSmoke, maptools::solarnoon maptools::sunriset rgdal::writeOGR
bcmaps, rgeos::gBuffer rgeos::gIsValid
ursa, rgdal::closeDataset rgdal::CRSargs rgdal::GDAL.close rgdal::GDALcall rgdal::GDALinfo rgdal::getDriver rgdal::getDriverName rgdal::getRasterData rgdal::ogrInfo rgdal::ogrListLayers rgdal::project rgdal::putRasterData rgdal::readOGR rgdal::saveDataset rgdal::setCPLConfigOption rgdal::showP4 rgdal::showWKT rgdal::writeOGR rgeos::gBuffer rgeos::gDifference rgeos::gIntersection rgeos::gIsValid rgeos::gLength rgeos::gSimplify rgeos::gSymdifference rgeos::gUnaryUnion rgeos::gUnion rgeos::readWKT
geogrid, rgeos::gCentroid
Rtrack, rgeos::gDifference
trajectories, rgeos::gSimplify
quickmapr, rgdal::showWKT rgeos::gArea rgeos::gDistance rgeos::gLength rgeos::gWithin rgeos::gWithinDistance
bdvis, rgdal::readOGR
overlap, maptools::sunriset
biosurvey, rgdal::readOGR rgeos::gBuffer rgeos::gCentroid
hydroTSM, maptools::readShapePoly
incR, maptools::crepuscule
RTL, rgdal::readOGR
surveillance, maptools::gpclibPermit maptools::unionSpatialPolygons rgeos::gArea rgeos::gIntersection rgeos::gUnaryUnion
