"package","function","used_by"
"rgdal","getRasterBlockSize","raster"
"rgdal","getRasterData","FIESTAutils raster ursa"
"rgdal","make_EPSG","FIESTAutils"
"rgdal","new_proj_and_gdal","inlabru raster sp"
"rgdal","ogrDrivers","rgrass7"
"rgdal","ogrInfo","bnspatial nhdR ursa"
"rgdal","ogrListLayers","eechidna FedData mapReasy nhdR rmapzen rnoaa ursa"
"rgdal","OSRIsProjected","sp"
"rgdal","project","ConR ctmm envirem eseis FIESTAutils geometr hyperbrick kernelPhil lingtypology paleofire red tripEstimation ursa"
"rgdal","projInfo","crestr FIESTAutils raster"
"rgdal","putRasterData","atakrig FIESTAutils raster ursa"
"rgdal","rawTransform","mapmisc raster"
"rgdal","readGDAL","inlabru openSTARS plotKML pRecipe rdwd rgrass7"
"rgdal","readOGR","actel agriwater APfun ASIP BARIS bdvis bfsMaps biosurvey briskaR chronosphere cropDemand cropZoning disdat eechidna ExposR FedData FIESTAutils HurreconR hyfo iconr importinegi intamap ipumsr LabourMarketAreas letsR malariaAtlas mapmisc mapReasy MazamaSpatialUtils modchart naijR OasisR onemapsgapi openSTARS plotKML pRecipe PReMiuM raster rcanvec rdhs ref.ICAR rgplates rgrass7 riverdist rmapzen rnaturalearth rnoaa RSAGA RSIP RSurvey RTL secrlinear SegEnvIneq ShapePattern SSN tigris TUFLOWR ursa wux"
"rgdal","rgdal_extSoftVersion","ConR"
"rgdal","saveDataset","FIESTAutils raster ursa"
"rgdal","set_rgdal_show_exportToProj4_warnings","inlabru"
"rgdal","set_thin_PROJ6_warnings","inlabru reproducible"
"rgdal","setCPLConfigOption","ExposR HurreconR ursa"
"rgdal","showEPSG","postGIStools rpostgis"
"rgdal","showP4","RSurvey ursa"
"rgdal","showSRID","inlabru"
"rgdal","showWKT","geotopbricks quickmapr rpostgis ursa"
"rgdal","writeGDAL","ParallelDSM plotKML sperich"
"rgdal","writeOGR","animaltracker APfun AQuadtree BIEN chronosphere ConR ctmm dssd FedData foster GADMTools gDefrag GmAMisc GPSeqClus grainscape iSDM LabourMarketAreas movecost OCNet openSTARS paleofire plotKML prevR PWFSLSmoke rangemap raster rcanvec rgplates rgrass7 RSAGA Rsagacmd RSurvey ShapePattern SSN uavRmp ursa"
"rgeos","createPolygonsComment","leaflet maptools rangeBuilder sp"
"rgeos","createSPComment","ggOceanMaps inlmisc rgdal"
"rgeos","gArea","bivariatemaps eechidna ForestTools gDefrag geocmeans GmAMisc itcSegment LabourMarketAreas lakemorpho leastcostpath letsR MBNMAdose MBNMAtime movecost psda ptools quickmapr quickPlot raptr rcage redlistr RSurvey rTLS ShapePattern spatialEco spatsoc stampr surveillance uavRmp wildlifeDI wux"
"rgeos","gBinarySTRtreeQuery","waver"
"rgeos","gBoundary","leastcostpath Watersheds wildlifeDI"
"rgeos","gBuffer","amt bcmaps BiodiversityR biosurvey bRacatus briskaR cleangeo ConR CoordinateCleaner DSsim dynatopGIS envi expp FLightR FRK geoviz GmAMisc hero hypervolume inlmisc itcSegment lakemorpho leastcostpath lingtypology mapmisc MazamaSpatialUtils NetLogoR phyloregion rangeBuilder rangemap raster secrlinear shadow ShapePattern sharpshootR spatialEco spatsoc spatsurv stampr uavRmp ursa Watersheds"
"rgeos","gCentroid","atakrig biosurvey ForestTools geogrid gfcanalysis hierarchicalDS hypergate letsR MazamaSpatialUtils MetaLandSim OasisR rangemap raptr rcage SegEnvIneq shadow stampr SurfaceTortoise TileManager Watersheds"
"rgeos","gContains","animalEKF eechidna GmAMisc lakemorpho letsR maptools rangeBuilder rcage SpaDES.tools spatialEco voluModel wildlifeDI"
"rgeos","gContainsProperly","amt maptools rangeBuilder sharpshootR"
"rgeos","gConvexHull","amt GeoFIS gfcanalysis GmAMisc ipdw itcSegment mapmisc rangeBuilder rcage shadow stampr"
"rgeos","gCovers","rcage spatialEco wildlifeDI"
"rgeos","gCrosses","cleangeo lakemorpho Watersheds"
"rgeos","gDifference","birdring briskaR cleangeo excursions FRK gDefrag inlmisc lakemorpho leastcostpath mapmisc rangeBuilder raster rTLS Rtrack spatialEco stampr SurfaceTortoise ursa voluModel wildlifeDI"
"rgeos","gDisjoint","lgcp"
"rgeos","gDistance","antaresViz contact fieldRS FLightR gDefrag ggOceanMaps GmAMisc inlabru inlmisc maptools OasisR quickmapr rangeBuilder raster SegEnvIneq shadow spatialEco SpatialGraph stampr Watersheds waver"
"rgeos","gEnvelope","stampr"
"rgeos","gEquals","maptools rangeBuilder"
"rgeos","get_RGEOS_CheckValidity","raster"
"rgeos","get.pts","RSurvey"
"rgeos","getScale","cleangeo plotdap"
"rgeos","gInterpolate","mapmisc"
"rgeos","gIntersection","animalEKF AQuadtree birdring bRacatus cleangeo DivE DSsim eechidna expp FedData FRK gDefrag ggOceanMaps inlmisc LabourMarketAreas lakemorpho leastcostpath lgcp mapmisc mapsRinteractive maptools Momocs OasisR osmplotr psda ptools rangeBuilder rangemap raster recurse red rtop secrlinear shadow sp SpatialGraph spatsoc stampr SubgrPlots SurfaceTortoise surveillance ursa voluModel waver wildlifeDI wux"
"rgeos","gIntersects","amt birdring cartograflow dsims DSsim eechidna gfcanalysis inlmisc lakemorpho lgcp lingtypology MazamaSpatialUtils quickPlot rangeBuilder raster rcage shadow spatialEco spatsoc stampr TileManager Watersheds waver wildlifeDI"
"rgeos","gIsEmpty","animalEKF ShapePattern"
"rgeos","gIsValid","bcmaps cleangeo GeoFIS ggOceanMaps inlmisc leastcostpath maptools raster sharpshootR ursa"
"rgeos","gLength","bfsMaps geocmeans lakemorpho leastcostpath movecost OasisR quickmapr raster recurse shadow ShapePattern stampr streamDepletr ursa"
"rgeos","gLineMerge","gDefrag shadow sp"
"rgeos","gNode","hypergate leastcostpath"
"rgeos","gOverlaps","lakemorpho letsR"
"rgeos","gPointOnSurface","gDefrag MazamaSpatialUtils"
"rgeos","gPolygonize","hypergate leastcostpath"
"rgeos","gSimplify","eechidna FLightR GADMTools ggOceanMaps inlmisc mapmisc maptools oceanic rangemap red SeuratObject stampr trajectories ursa"
"rgeos","gSymdifference","ursa"
"rgeos","gTouches","expp gDefrag gfcanalysis HCV lgcp rcage spatialEco"
"rgeos","gUnarySTRtreeQuery","maptools prioritizr rangeBuilder"
"rgeos","gUnaryUnion","amt ENMTools excursions ForestTools gDefrag HDSpatialScan hypergate inlmisc leastcostpath lgcp lingtypology maptools rangemap raster shadow sp stampr surveillance TileManager uavRmp ursa waver"
"rgeos","gUnion","FLightR gDefrag inlmisc RSurvey rTLS shadow ursa voluModel"
"rgeos","gUnionCascaded","adehabitatHR birdring briskaR cleangeo expp maptools raster"
"rgeos","gWithin","lakemorpho quickmapr"
"rgeos","gWithinDistance","FLightR quickmapr spatialEco SpatialGraph"
"rgeos","intersect","muHVT"
"rgeos","overGeomGeom","sp"
"rgeos","overGeomGeomDF","sp"
"rgeos","plot","SubgrPlots"
"rgeos","read.polyfile","RSurvey"
"rgeos","readWKT","bfsMaps BIEN ConR crestr expp MBNMAdose MBNMAtime postGIStools rgbif rpostgis ursa"
"rgeos","set_RGEOS_CheckValidity","raster"
"rgeos","version_GEOS","raster"
"rgeos","version_GEOS0","maptools raster"
"rgeos","write.polyfile","RSurvey"
"rgeos","writeWKT","BIEN mregions postGIStools rpostgis sharpshootR"
